GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
80966,David Wacker,Boise State,2014,Fr,22.73%,11.54%,0.00%,22.22%,35.29%,0.00%,13.64%,7.69%,0.00%
57247,James Webb III,Boise State,2014,So,3.74%,3.85%,0.00%,30.77%,35.29%,17.65%,22.43%,11.54%,18.52%
23659,Dimitri Batten,Boston College,2014,Sr,11.76%,13.33%,1.30%,24.14%,33.33%,27.08%,5.88%,0.00%,0.00%
22529,Aaron Brown,Boston College,2014,Sr,10.00%,25.00%,0.53%,30.77%,33.33%,25.38%,2.94%,0.00%,0.00%
28828,John Cain-Carney,Boston College,2014,Sr,20.00%,0.00%,0.00%,0.00%,50.00%,66.67%,20.00%,0.00%,50.00%
28830,Dennis Clifford,Boston College,2014,Jr,17.17%,4.44%,0.00%,37.50%,12.50%,0.00%,17.17%,2.22%,0.00%
56771,Sam Donahue,Boston College,2014,So,NA,0.00%,0.00%,NA,NA,100.00%,NA,0.00%,NA
9330,Alex Dragicevich,Boston College,2014,Sr,0.00%,0.00%,12.50%,0.00%,0.00%,25.00%,0.00%,0.00%,NA
24723,Olivier Hanlan,Boston College,2014,Jr,8.38%,4.51%,0.54%,35.29%,20.24%,17.65%,2.79%,0.00%,0.00%
25875,Patrick Heckmann,Boston College,2014,Sr,6.90%,8.33%,1.15%,41.38%,14.29%,30.65%,9.20%,4.17%,0.00%
28829,Lonnie Jackson,Boston College,2014,RS-Sr,NA,NA,0.00%,NA,NA,60.00%,NA,NA,NA
26857,William Magarity,Boston College,2014,So,22.58%,0.00%,0.00%,31.25%,18.18%,20.00%,12.90%,16.67%,14.29%
28825,Eddie Odio,Boston College,2014,Sr,9.52%,0.00%,3.03%,11.11%,75.00%,28.00%,38.10%,20.00%,33.33%
56772,Garland Owens,Boston College,2014,So,7.81%,6.67%,0.00%,34.78%,33.33%,40.00%,9.38%,0.00%,0.00%
46288,Steve Perpiglia,Boston College,2014,Jr,0.00%,NA,0.00%,NA,NA,100.00%,0.00%,NA,NA
43197,Justin Alston,Boston University,2014,Jr,7.44%,3.23%,0.00%,37.78%,24.24%,0.00%,13.22%,6.45%,5.00%
58680,Cameron Curry,Boston University,2014,So,0.00%,0.00%,0.00%,0.00%,100.00%,25.00%,0.00%,0.00%,NA
33348,Nathan Dieudonne,Boston University,2014,Jr,8.33%,6.45%,1.72%,39.13%,28.57%,11.63%,14.17%,9.68%,5.00%
44296,Eric Fanning,Boston University,2014,So,14.05%,16.67%,0.00%,24.07%,28.57%,24.32%,4.96%,0.00%,0.00%
81146,Will Goff,Boston University,2014,Fr,0.00%,0.00%,5.26%,0.00%,0.00%,45.45%,0.00%,0.00%,NA
58679,Dylan Haines,Boston University,2014,So,50.00%,33.33%,0.00%,0.00%,33.33%,0.00%,0.00%,0.00%,NA
58678,Cedric Hankerson,Boston University,2014,So,11.49%,8.11%,1.10%,41.18%,54.17%,28.44%,4.60%,2.70%,0.00%
81145,Nick Havener,Boston University,2014,Fr,0.00%,0.00%,0.00%,66.67%,0.00%,33.33%,20.00%,0.00%,0.00%
81143,Eric Johnson,Boston University,2014,Fr,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0.00%,NA
58677,Braiten Madrigal,Boston University,2014,So,NA,NA,0.00%,NA,NA,0.00%,NA,NA,NA
42543,Blaise Mbargorba,Boston University,2014,So,6.25%,4.35%,NA,7.69%,31.25%,NA,3.13%,4.35%,0.00%
71581,Cheddi Mosely,Boston University,2014,Fr,8.82%,11.90%,0.00%,31.25%,34.78%,35.00%,2.94%,0.00%,0.00%
43199,John Papale,Boston University,2014,Jr,0.00%,1.52%,0.66%,40.00%,20.00%,37.23%,0.00%,0.00%,NA
71405,Jovan Austin,Bowling Green,2014,Jr,27.03%,8.33%,0.00%,35.00%,29.17%,33.33%,0.00%,0.00%,0.00%
80755,Brandon Busuttil,Bowling Green,2014,Jr,0.00%,NA,0.00%,NA,NA,50.00%,0.00%,NA,NA
31295,Jehvon Clarke,Bowling Green,2014,Sr,12.50%,7.06%,0.87%,52.78%,32.00%,30.14%,10.00%,0.00%,0.00%
57401,Zack Denny,Bowling Green,2014,So,16.67%,6.15%,0.00%,40.00%,35.00%,22.08%,13.33%,1.54%,0.00%
80753,Delvin Dickerson,Bowling Green,2014,Jr,10.00%,4.17%,1.37%,30.00%,25.00%,25.00%,10.00%,4.17%,0.00%
80756,Matt Fox,Bowling Green,2014,Fr,NA,0.00%,0.00%,NA,100.00%,16.67%,NA,0.00%,NA
31416,Josh Gomez,Bowling Green,2014,Jr,11.11%,0.00%,0.00%,0.00%,15.38%,NA,33.33%,0.00%,0.00%
23946,Anthony Henderson,Bowling Green,2014,Sr,11.36%,3.23%,1.80%,46.15%,33.33%,37.88%,13.64%,6.45%,0.00%
42932,Richaun Holmes,Bowling Green,2014,Sr,5.36%,4.88%,0.00%,36.54%,25.49%,48.00%,14.88%,2.44%,29.63%
80754,David Joseph,Bowling Green,2014,Jr,10.34%,8.62%,1.92%,46.88%,40.91%,30.95%,3.45%,1.72%,0.00%
31294,Damarkeo Lyshe,Bowling Green,2014,Sr,33.33%,0.00%,0.00%,33.33%,0.00%,25.00%,0.00%,0.00%,NA
57399,Garrett Mayleben,Bowling Green,2014,Fr,20.00%,0.00%,0.00%,40.00%,0.00%,25.00%,20.00%,0.00%,0.00%
31296,Chauncey Orr,Bowling Green,2014,Jr,16.67%,100.00%,0.00%,50.00%,0.00%,25.00%,16.67%,0.00%,0.00%
42933,Spencer Parker,Bowling Green,2014,Jr,16.67%,2.08%,1.67%,41.18%,30.30%,36.36%,10.19%,2.08%,0.00%
57397,J.D. Tisdale,Bowling Green,2014,So,25.00%,0.00%,0.00%,0.00%,0.00%,42.86%,0.00%,0.00%,NA
23918,Auston Barnes,Bradley,2014,Sr,18.18%,8.08%,1.52%,60.00%,22.81%,24.42%,13.64%,3.03%,0.00%
42580,Ka'Darryl Bell,Bradley,2014,Jr,15.91%,9.09%,0.00%,48.28%,29.55%,42.11%,0.00%,1.52%,0.00%
52347,Josh Cunningham,Bradley,2014,Fr,6.06%,7.69%,0.00%,56.25%,30.00%,18.37%,30.30%,10.99%,20.00%
28814,Anthony Fields,Bradley,2014,Jr,14.29%,20.00%,0.00%,100.00%,28.57%,16.67%,0.00%,0.00%,NA
31726,Omari Grier,Bradley,2014,Jr,17.24%,10.00%,0.93%,28.57%,40.00%,38.36%,0.00%,3.33%,0.00%
80858,Warren Jones,Bradley,2014,So,5.56%,8.20%,0.00%,44.44%,41.46%,34.57%,0.00%,1.64%,0.00%
81612,Jackson Kane,Bradley,2014,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
80855,Jermaine Morgan,Bradley,2014,Jr,17.24%,3.13%,0.00%,11.11%,31.82%,0.00%,27.59%,12.50%,8.33%
24217,Mike Shaw,Bradley,2014,Jr,20.00%,2.63%,0.00%,37.50%,28.00%,22.22%,13.33%,5.26%,0.00%
80857,Tramique Sutherland,Bradley,2014,Jr,18.89%,12.00%,0.00%,44.90%,54.02%,19.35%,4.44%,1.60%,0.00%
57159,Xzavier Taylor,Bradley,2014,So,13.33%,0.00%,NA,75.00%,25.71%,NA,33.33%,9.09%,0.00%
80859,Donte Thomas,Bradley,2014,Fr,16.67%,7.14%,0.00%,50.00%,23.81%,30.00%,12.50%,17.86%,0.00%
30515,Nate Wells,Bradley,2014,Jr,0.00%,8.93%,0.00%,33.33%,20.00%,54.55%,25.00%,1.79%,0.00%
57317,Tavon Blackmon,Brown,2014,So,19.09%,17.50%,0.00%,34.38%,46.81%,38.64%,1.82%,1.25%,0.00%
80717,Kyle Haber,Brown,2014,Fr,NA,0.00%,0.00%,NA,66.67%,0.00%,NA,0.00%,NA
57316,J.R. Hobbie,Brown,2014,So,20.00%,26.67%,1.68%,100.00%,30.77%,31.13%,0.00%,0.00%,0.00%
57314,Leland King II,Brown,2014,So,7.58%,1.25%,1.67%,33.33%,19.57%,19.05%,6.06%,0.00%,0.00%
43215,Cedric Kuakumensah,Brown,2014,Jr,10.47%,5.83%,0.00%,42.11%,32.76%,26.53%,18.60%,1.94%,0.00%
80718,Miki Ljuboja,Brown,2014,Fr,0.00%,NA,0.00%,NA,NA,0.00%,100.00%,NA,0.00%
30838,Rafael Maia,Brown,2014,Jr,16.90%,20.00%,0.00%,41.38%,71.43%,14.29%,18.31%,8.00%,0.00%
80719,Jason Massey,Brown,2014,Fr,4.00%,20.00%,0.00%,75.00%,25.00%,0.00%,32.00%,0.00%,0.00%
30839,Jon Schmidt,Brown,2014,Sr,0.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,0.00%,NA
57318,Steven Spieth,Brown,2014,So,20.00%,9.52%,0.00%,40.00%,31.71%,25.45%,6.32%,0.00%,0.00%
80720,Patrick Triplett,Brown,2014,Fr,0.00%,0.00%,0.00%,28.57%,45.45%,0.00%,7.14%,8.33%,0.00%
23862,Dockery Walker,Brown,2014,Sr,12.96%,4.35%,NA,45.83%,31.25%,NA,14.81%,0.00%,0.00%
80721,Tyler Williams,Brown,2014,Fr,10.53%,4.35%,0.00%,33.33%,25.00%,26.19%,0.00%,0.00%,NA
30842,Longji Yiljep,Brown,2014,Sr,0.00%,0.00%,0.00%,NA,75.00%,100.00%,0.00%,0.00%,NA
58633,Justin Brickman,Bryant,2014,So,NA,NA,NA,NA,NA,NA,NA,NA,NA
30990,Zach Chionuma,Bryant,2014,Jr,16.00%,14.29%,0.00%,23.08%,0.00%,28.57%,4.00%,14.29%,0.00%
58634,Dan Garvin,Bryant,2014,So,12.02%,6.12%,0.00%,38.10%,22.22%,0.00%,13.46%,6.12%,0.00%
37845,Bosko Kostur,Bryant,2014,Fr,15.69%,8.33%,4.08%,20.83%,23.08%,26.92%,7.84%,4.17%,0.00%
81069,Blake McBride,Bryant,2014,Fr,0.00%,NA,0.00%,0.00%,NA,33.33%,33.33%,NA,0.00%
44334,Shane McLaughlin,Bryant,2014,Jr,12.05%,1.39%,1.92%,53.66%,29.17%,31.43%,0.00%,1.39%,0.00%
44333,Curtis Oakley,Bryant,2014,Jr,11.76%,4.17%,2.63%,50.00%,22.22%,20.00%,11.76%,4.17%,0.00%
22833,Joe O'Shea,Bryant,2014,Sr,13.21%,8.33%,0.00%,55.10%,28.57%,28.30%,14.15%,0.00%,0.00%
40228,Gus Riley,Bryant,2014,Fr,25.00%,11.11%,3.85%,25.00%,16.67%,31.58%,25.00%,0.00%,0.00%
44332,Andrew Scocca,Bryant,2014,So,6.90%,0.00%,0.00%,33.33%,10.00%,100.00%,13.79%,0.00%,0.00%
23861,Dyami Starks,Bryant,2014,Sr,10.47%,3.23%,1.75%,41.30%,36.00%,26.06%,2.33%,0.00%,0.00%
81070,Hunter Ware,Bryant,2014,Fr,8.82%,4.17%,1.33%,47.62%,18.52%,34.00%,0.00%,0.00%,NA
58636,Ellis Williams,Bryant,2014,So,NA,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA
58674,John Azzinaro,Bucknell,2014,So,44.44%,3.03%,0.83%,30.00%,28.00%,18.67%,0.00%,0.00%,NA
44265,Matt Banas,Bucknell,2014,Jr,0.00%,NA,NA,NA,NA,NA,0.00%,NA,NA
81150,Stephen Brown,Bucknell,2014,Fr,20.00%,12.50%,0.00%,57.89%,66.67%,30.00%,1.54%,12.50%,0.00%
81152,Nana Foulland,Bucknell,2014,Fr,10.22%,4.17%,NA,42.00%,19.70%,NA,16.06%,2.50%,8.00%
44266,Ryan Frazier,Bucknell,2014,Jr,26.67%,6.06%,0.00%,38.46%,20.00%,38.71%,2.22%,0.00%,0.00%
44267,Chris Hass,Bucknell,2014,Jr,14.81%,7.46%,0.96%,41.18%,39.02%,29.37%,7.41%,0.75%,0.00%
44268,Dom Hoffman,Bucknell,2014,Jr,15.22%,2.82%,0.00%,26.09%,26.83%,25.00%,26.09%,1.41%,0.00%
30935,Steven Kaspar,Bucknell,2014,Sr,8.06%,13.33%,0.00%,48.48%,37.50%,47.62%,0.00%,0.00%,NA
58675,D.J. MacLeay,Bucknell,2014,So,21.54%,0.00%,0.00%,46.88%,21.43%,25.00%,16.92%,0.00%,0.00%
58676,Ben Oberfeld,Bucknell,2014,So,4.76%,16.67%,NA,33.33%,25.00%,NA,23.81%,0.00%,0.00%
81151,J.C. Show,Bucknell,2014,Fr,8.33%,6.06%,1.53%,37.50%,31.82%,21.69%,0.00%,0.00%,0.00%
30936,Joshea Singleton,Bucknell,2014,RS-Sr,0.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
30937,Cory Starkey,Bucknell,2014,Sr,10.94%,3.33%,NA,43.33%,26.32%,NA,15.63%,16.67%,0.00%
81153,Zach Thomas,Bucknell,2014,Fr,22.92%,20.00%,0.00%,33.33%,25.00%,23.53%,8.33%,0.00%,0.00%
80746,Lamonte Bearden,Buffalo,2014,Fr,17.02%,11.84%,0.00%,36.73%,46.00%,38.24%,4.26%,0.00%,0.00%
80748,Mory Diane,Buffalo,2014,Fr,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA,NA
57374,Shannon Evans,Buffalo,2014,So,8.82%,3.49%,1.16%,50.79%,45.16%,39.25%,0.00%,0.00%,0.00%
24358,Xavier Ford,Buffalo,2014,Sr,8.93%,2.99%,0.00%,35.14%,37.25%,21.62%,33.04%,2.99%,17.95%
80747,Bobby Frasco,Buffalo,2014,Fr,100.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
80751,Raheem Johnson,Buffalo,2014,Jr,10.00%,0.00%,NA,50.00%,63.64%,NA,22.00%,5.88%,16.67%
57377,Justin Moss,Buffalo,2014,Jr,8.98%,2.13%,0.00%,35.96%,26.60%,50.00%,11.84%,2.84%,3.03%
80750,Christian Pino,Buffalo,2014,Fr,0.00%,0.00%,NA,0.00%,100.00%,NA,0.00%,0.00%,NA
23551,Will Regan,Buffalo,2014,Sr,11.11%,6.45%,2.17%,29.17%,36.00%,26.56%,22.22%,6.45%,0.00%
42935,Jarryn Skeete,Buffalo,2014,Jr,17.39%,0.00%,1.27%,42.86%,40.74%,35.05%,0.00%,2.33%,0.00%
80749,Rodell Wigginton,Buffalo,2014,Jr,3.96%,3.45%,0.00%,39.47%,36.36%,40.54%,14.85%,0.00%,6.67%
24713,Jackson Aldridge,Butler,2014,Sr,0.00%,50.00%,0.00%,50.00%,0.00%,37.50%,0.00%,0.00%,NA
30885,Alex Barlow,Butler,2014,Sr,11.76%,5.13%,0.65%,52.38%,35.71%,35.42%,0.00%,0.00%,NA
57431,Steven Bennett,Butler,2014,So,NA,0.00%,0.00%,NA,100.00%,0.00%,NA,0.00%,NA
42087,Andrew Chrabascz,Butler,2014,So,12.70%,9.21%,0.00%,41.67%,33.33%,29.55%,11.90%,1.32%,0.00%
80289,Jackson Davis,Butler,2014,Fr,27.27%,0.00%,NA,40.00%,16.67%,NA,9.09%,0.00%,0.00%
42819,Kellen Dunham,Butler,2014,Jr,20.34%,5.26%,1.06%,50.00%,38.46%,42.34%,1.69%,0.66%,0.00%
28752,Austin Etherington,Butler,2014,Jr,10.00%,20.00%,2.63%,12.50%,50.00%,25.00%,10.00%,20.00%,0.00%
30886,Roosevelt Jones,Butler,2014,Jr,14.61%,11.36%,NA,45.19%,39.58%,NA,7.12%,0.76%,0.00%
80516,Kelan Martin,Butler,2014,Fr,17.57%,7.14%,0.00%,46.15%,30.43%,37.93%,6.76%,0.00%,0.00%
85586,Trey Pettus,Butler,2014,So,0.00%,0.00%,0.00%,NA,100.00%,NA,0.00%,0.00%,NA
80288,Tyler Wideman,Butler,2014,Fr,4.88%,6.67%,NA,57.14%,25.00%,NA,9.76%,0.00%,0.00%
30888,Kameron Woods,Butler,2014,Sr,8.91%,5.06%,NA,32.43%,21.15%,NA,18.81%,3.80%,9.09%
81301,Ryan Andrus,Brigham Young,2014,Fr,11.11%,0.00%,0.00%,0.00%,100.00%,20.00%,22.22%,20.00%,0.00%
30409,Nate Austin,Brigham Young,2014,RS-Sr,16.67%,0.00%,0.00%,0.00%,66.67%,75.00%,33.33%,0.00%,0.00%
57583,"Frank Bartley, IV",Brigham Young,2014,So,13.64%,5.88%,0.00%,31.25%,66.67%,41.18%,0.00%,5.88%,0.00%
22358,Kyle Collinsworth,Brigham Young,2014,Jr,8.33%,10.76%,0.00%,42.86%,39.62%,33.33%,7.05%,10.13%,3.70%
45025,Jordan Ellis,Brigham Young,2014,Jr,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,0.00%,NA
24348,Chase Fischer,Brigham Young,2014,Jr,2.44%,12.90%,0.81%,17.65%,42.86%,37.93%,0.00%,0.00%,NA
9218,Skyler Halford,Brigham Young,2014,Sr,6.25%,7.41%,0.00%,28.57%,27.03%,42.86%,0.00%,1.85%,0.00%
3587,Tyler Haws,Brigham Young,2014,Sr,7.50%,5.14%,0.68%,52.63%,33.93%,32.26%,1.25%,1.93%,0.00%
81303,Corbin Kaufusi,Brigham Young,2014,Fr,7.69%,20.00%,NA,35.71%,21.43%,NA,17.95%,24.00%,7.69%
81304,Isaac Neilson,Brigham Young,2014,Fr,4.35%,9.09%,0.00%,33.33%,26.32%,33.33%,17.39%,12.12%,12.50%
81308,Dalton Nixon,Brigham Young,2014,Fr,13.33%,0.00%,0.00%,33.33%,33.33%,13.33%,0.00%,14.29%,0.00%
10067,Josh Sharp,Brigham Young,2014,Sr,9.09%,33.33%,0.00%,50.00%,66.67%,0.00%,27.27%,16.67%,25.00%
81311,Jake Toolson,Brigham Young,2014,Fr,25.00%,0.00%,0.00%,33.33%,100.00%,33.33%,0.00%,0.00%,NA
22357,Anson Winder,Brigham Young,2014,Sr,11.49%,26.79%,0.00%,42.86%,44.19%,31.94%,2.30%,1.79%,0.00%
42380,Luke Worthington,Brigham Young,2014,So,10.00%,11.54%,NA,44.44%,37.50%,NA,15.00%,7.69%,0.00%
80525,Aleks Abrams,Cal Poly,2014,Fr,20.83%,25.00%,NA,42.86%,28.57%,NA,62.50%,0.00%,0.00%
31107,Joel Awich,Cal Poly,2014,Jr,12.00%,5.93%,0.00%,50.00%,27.96%,26.67%,18.00%,2.22%,7.69%
44742,Brian Bennett,Cal Poly,2014,Jr,13.08%,3.89%,0.00%,37.21%,24.49%,0.00%,11.21%,2.78%,0.00%
58190,Michael Bolden,Cal Poly,2014,Sr,0.00%,7.41%,0.00%,40.00%,31.58%,28.36%,33.33%,0.00%,50.00%
61248,Alberto Ganis,Cal Poly,2014,Sr,0.00%,16.67%,NA,0.00%,25.00%,NA,0.00%,0.00%,NA
47528,K.J. Logue,Cal Poly,2014,Jr,NA,100.00%,NA,NA,100.00%,NA,NA,0.00%,NA
22776,Maliik Love,Cal Poly,2014,Sr,10.23%,17.02%,11.11%,41.46%,14.71%,50.00%,9.09%,2.13%,0.00%
24361,Reese Morgan,Cal Poly,2014,Jr,13.89%,9.52%,0.00%,44.44%,33.33%,42.35%,5.56%,0.00%,0.00%
58185,David Nwaba,Cal Poly,2014,Jr,10.10%,8.66%,0.00%,36.59%,30.23%,37.50%,10.10%,3.15%,7.14%
85600,Mark Patterson,Cal Poly,2014,Fr,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,NA
58188,Ridge Shipley,Cal Poly,2014,So,3.85%,2.44%,0.75%,50.00%,34.62%,41.57%,0.00%,0.00%,NA
44743,Anthony Silvestri,Cal Poly,2014,Sr,0.00%,28.57%,0.00%,100.00%,33.33%,30.23%,0.00%,0.00%,NA
45315,Kyle Toth,Cal Poly,2014,So,0.00%,0.00%,0.00%,NA,33.33%,47.62%,0.00%,0.00%,NA
80530,Jamar Akoh,Cal State Fullerton,2014,Fr,6.67%,8.11%,0.00%,8.33%,25.00%,0.00%,20.00%,5.41%,0.00%
58191,Sheldon Blackwell,Cal State Fullerton,2014,So,14.71%,29.17%,0.00%,45.00%,38.89%,42.86%,2.94%,8.33%,0.00%
58192,Joe Boyd,Cal State Fullerton,2014,So,11.90%,9.38%,NA,50.00%,16.00%,NA,23.81%,15.63%,0.00%
80527,Kennedy Esume,Cal State Fullerton,2014,Jr,9.30%,7.69%,NA,33.33%,30.77%,NA,20.93%,6.15%,0.00%
30825,Josh Gentry,Cal State Fullerton,2014,Sr,14.52%,17.50%,3.33%,47.83%,33.33%,33.33%,8.06%,2.50%,0.00%
23656,Alex Harris,Cal State Fullerton,2014,Sr,5.75%,8.33%,0.00%,27.27%,30.23%,20.45%,4.60%,0.00%,0.00%
31383,Lanerryl Johnson,Cal State Fullerton,2014,Jr,15.87%,12.39%,0.00%,33.33%,32.00%,31.17%,0.00%,0.88%,0.00%
42622,Jordan Mason,Cal State Fullerton,2014,So,5.26%,12.50%,2.27%,20.00%,33.33%,37.50%,0.00%,3.13%,0.00%
23055,Steven McClellan,Cal State Fullerton,2014,Sr,3.26%,8.57%,NA,17.24%,20.93%,NA,35.87%,11.43%,7.32%
22398,Moses Morgan,Cal State Fullerton,2014,Sr,13.33%,2.65%,1.41%,66.67%,32.47%,36.73%,6.67%,3.54%,0.00%
30455,Temjae Singleton,Cal State Fullerton,2014,Jr,0.00%,15.38%,3.13%,NA,37.50%,16.67%,0.00%,0.00%,0.00%
58194,Corey Walker,Cal State Fullerton,2014,Sr,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
30345,Christian Behrens,California,2014,Jr,1.64%,6.38%,NA,36.36%,30.30%,NA,16.39%,8.51%,7.14%
27074,Jabari Bird,California,2014,So,9.52%,3.57%,0.00%,23.08%,15.38%,20.75%,14.29%,2.38%,12.50%
80984,Brandon Chauca,California,2014,Fr,50.00%,10.00%,0.00%,50.00%,0.00%,10.53%,0.00%,0.00%,NA
85739,Brenden Glapion,California,2014,Jr,0.00%,66.67%,NA,NA,66.67%,NA,0.00%,33.33%,0.00%
80985,Nick Hamilton,California,2014,Fr,NA,0.00%,NA,NA,66.67%,NA,NA,0.00%,NA
30348,David Kravish,California,2014,Sr,13.54%,4.80%,0.00%,31.25%,21.48%,10.00%,18.75%,3.06%,4.00%
41444,Jordan Mathews,California,2014,So,15.00%,8.74%,1.90%,50.00%,26.47%,20.45%,3.33%,0.97%,0.00%
56823,Roger Moute a Bidias,California,2014,So,17.65%,7.14%,0.00%,44.44%,33.33%,9.09%,11.76%,0.00%,0.00%
50488,Kingsley Okoroh,California,2014,Fr,16.67%,10.71%,NA,75.00%,45.00%,NA,12.50%,25.00%,10.00%
56825,Sam Singer,California,2014,So,4.08%,5.71%,2.13%,44.44%,27.27%,23.53%,0.00%,0.00%,0.00%
23855,Dwight Tarwater,California,2014,Sr,12.50%,6.67%,2.53%,20.00%,37.50%,25.45%,12.50%,6.67%,0.00%
44085,Tyrone Wallace,California,2014,Jr,11.66%,7.14%,1.14%,38.89%,33.56%,25.00%,3.68%,3.36%,0.00%
80986,Cole Welle,California,2014,Fr,40.00%,0.00%,NA,50.00%,0.00%,NA,20.00%,0.00%,0.00%
61235,Lance Brown (2),Campbell,2014,Jr,0.00%,0.00%,0.00%,100.00%,100.00%,50.00%,0.00%,0.00%,NA
30784,Rod Days,Campbell,2014,Jr,13.89%,18.18%,0.00%,31.25%,28.57%,28.89%,8.33%,4.55%,0.00%
44833,Jordan Faciane,Campbell,2014,Jr,0.00%,0.00%,0.00%,NA,NA,16.67%,0.00%,0.00%,NA
58156,Kyre' Hamer,Campbell,2014,So,9.09%,3.13%,0.00%,39.29%,15.00%,27.59%,6.49%,3.13%,0.00%
80472,Troy Harper,Campbell,2014,Fr,13.51%,0.00%,1.47%,26.09%,23.08%,37.21%,0.00%,2.78%,0.00%
80473,Nehemiah Mabson,Campbell,2014,Fr,7.32%,3.85%,0.00%,25.00%,10.00%,41.67%,14.63%,7.69%,0.00%
44836,D.J. Mason,Campbell,2014,Jr,7.49%,4.84%,0.00%,30.56%,36.96%,37.50%,11.76%,3.23%,12.50%
23688,Reco McCarter,Campbell,2014,Sr,6.45%,9.76%,0.00%,30.30%,21.43%,18.46%,10.75%,2.44%,18.18%
42844,Luke Moyer,Campbell,2014,Jr,50.00%,0.00%,0.00%,0.00%,66.67%,19.23%,0.00%,25.00%,0.00%
44837,Casey Perrin,Campbell,2014,Jr,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,NA
80474,Curtis Phillips,Campbell,2014,Fr,15.52%,11.11%,0.00%,40.74%,25.00%,33.33%,10.34%,2.22%,0.00%
58157,Quinton Ray,Campbell,2014,So,3.57%,22.22%,0.00%,50.00%,22.22%,23.53%,17.86%,0.00%,0.00%
22622,Andrew Ryan,Campbell,2014,Sr,8.33%,5.41%,0.00%,55.56%,20.83%,33.04%,11.11%,2.70%,0.00%
61236,Jacob Talbert,Campbell,2014,So,0.00%,0.00%,0.00%,100.00%,NA,50.00%,0.00%,0.00%,NA
31409,Kevin Bleeker,Canisius,2014,Jr,6.78%,0.00%,0.00%,40.00%,20.00%,9.09%,33.90%,0.00%,5.00%
58258,Jermaine Crumpton,Canisius,2014,Fr,16.67%,4.44%,0.00%,43.48%,17.86%,27.78%,12.50%,0.00%,0.00%
24815,Jan Grzelinski,Canisius,2014,Fr,5.56%,0.00%,0.00%,50.00%,38.10%,32.14%,0.00%,3.45%,0.00%
31408,Josiah Heath,Canisius,2014,Sr,11.81%,0.88%,0.00%,46.15%,19.72%,20.00%,22.22%,2.63%,2.86%
58260,Zach Lewis,Canisius,2014,So,9.86%,4.21%,0.00%,41.46%,36.92%,41.10%,5.63%,0.00%,0.00%
41252,Jamal Reynolds,Canisius,2014,Jr,16.42%,15.38%,0.00%,49.18%,33.33%,0.00%,15.67%,15.38%,0.00%
58261,Kassius Robertson,Canisius,2014,Fr,16.07%,4.17%,3.95%,47.83%,33.33%,31.91%,10.71%,0.00%,0.00%
80894,Cassidy Ryan,Canisius,2014,Fr,35.71%,0.00%,0.00%,20.00%,28.57%,33.33%,21.43%,0.00%,0.00%
44572,Phil Valenti,Canisius,2014,So,6.54%,12.77%,0.00%,44.68%,20.59%,33.33%,13.08%,2.13%,0.00%
58262,Adam Weir,Canisius,2014,Fr,21.43%,0.00%,4.84%,52.38%,25.00%,36.17%,17.86%,0.00%,0.00%
58263,Jeremiah Williams,Canisius,2014,Sr,10.71%,0.00%,0.00%,34.48%,29.41%,35.14%,0.00%,1.89%,0.00%
81314,Albert Christensson,Central Arkansas,2014,Fr,16.67%,26.09%,0.00%,38.10%,33.33%,40.00%,0.00%,4.35%,0.00%
81315,Joel Fiegler,Central Arkansas,2014,Jr,11.76%,10.00%,0.00%,25.00%,14.29%,33.33%,5.88%,3.33%,0.00%
81316,Jordan Howard (2),Central Arkansas,2014,Fr,7.04%,4.40%,1.01%,19.44%,14.04%,31.40%,1.41%,0.00%,0.00%
81317,Otas Iyekekpolor,Central Arkansas,2014,Fr,25.00%,0.00%,0.00%,33.33%,0.00%,33.33%,0.00%,0.00%,NA
81318,Mathieu Kamba,Central Arkansas,2014,Fr,12.84%,12.20%,0.00%,37.78%,30.00%,22.22%,9.17%,2.44%,0.00%
58866,Ethan Lee,Central Arkansas,2014,So,14.81%,7.69%,0.00%,41.67%,25.00%,100.00%,14.81%,0.00%,0.00%
81319,Michael Martin (2),Central Arkansas,2014,Jr,6.02%,10.96%,0.00%,28.95%,42.55%,31.88%,2.41%,0.00%,0.00%
81320,"Boo Milligan, Jr.",Central Arkansas,2014,Fr,11.63%,8.16%,0.00%,42.11%,28.13%,32.61%,16.28%,2.04%,0.00%
81321,Tyler Simmons,Central Arkansas,2014,Fr,0.00%,0.00%,0.00%,NA,50.00%,0.00%,0.00%,0.00%,NA
