GMID,Name,School,Year,Grade,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
30483,Shaquille Stokes,Hofstra,2012,So,0,0,0,0,0,0,0,0,0,0,1
44718,Kentrell Washington,Hofstra,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
30943,Taylor Abt,Holy Cross,2012,So,1,1,0,0,0,0,0,1,0,0,0
44270,Isaiah Baker,Holy Cross,2012,Fr,1,0,1,0,0,0,0,0,0,0,0
17161,Phil Beans,Holy Cross,2012,Sr,1,1,0,0,1,0,0,0,0,0,0
30942,Justin Burrell (2),Holy Cross,2012,So,0,0,0,0,0,0,0,0,0,0,0
22834,Dave Dudzinski,Holy Cross,2012,Jr,3,0,3,0,0,1,0,0,0,0,0
17154,Dee Goens,Holy Cross,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
44272,Cullen Hamilton,Holy Cross,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
44273,Chris Jayne,Holy Cross,2012,So,0,0,0,0,0,0,0,0,0,0,0
30945,Patrick Kerrigan,Holy Cross,2012,So,0,0,0,0,0,0,0,0,0,0,0
30944,Malcolm Miller,Holy Cross,2012,So,2,0,2,0,0,1,0,1,0,0,1
44274,Christopher Morgan,Holy Cross,2012,Fr,1,0,1,0,0,1,0,0,1,0,0
17156,Eric Obeysekere,Holy Cross,2012,Sr,1,1,0,0,0,0,0,0,0,0,0
30946,De'Vaughn Reid,Holy Cross,2012,So,0,0,0,0,0,0,0,0,0,0,0
17159,Jordan Stevens,Holy Cross,2012,Sr,1,0,0,1,0,0,1,0,0,0,0
30815,Art Bernardi,Houston Baptist,2012,Sr,2,2,0,0,2,0,0,1,0,0,1
30818,Dewayne Bowden,Houston Baptist,2012,So,0,0,0,0,0,0,0,0,0,0,0
44607,Caleb Crayton,Houston Baptist,2012,Fr,0,0,0,0,0,0,0,0,0,0,1
30817,Marcus Davis,Houston Baptist,2012,Sr,2,2,0,0,0,0,0,0,0,0,0
23696,Jonathan Evans,Houston Baptist,2012,RS-Jr,0,0,0,0,0,0,0,0,0,0,0
44608,Spenser Gales,Houston Baptist,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
44609,James Harper,Houston Baptist,2012,Fr,1,1,0,0,0,0,0,0,0,0,0
17103,Anthony Hill (2),Houston Baptist,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
44610,Cody Joyce,Houston Baptist,2012,Fr,1,1,0,0,0,0,0,0,0,0,0
44611,Rob Lewis (2),Houston Baptist,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
30814,Tyler Russell,Houston Baptist,2012,So,0,0,0,0,0,0,0,0,1,0,0
30813,Marcel Smith,Houston Baptist,2012,So,0,0,0,0,0,0,0,0,0,0,0
10451,Lamar Thomas,Houston Baptist,2012,Sr,1,0,1,0,0,1,0,0,0,0,0
114457,Mike Turner (2),Houston Baptist,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
44613,Dauson Womack,Houston Baptist,2012,Fr,3,2,1,0,2,1,0,0,0,0,0
30737,LeRon Barnes,Houston,2012,Fr,0,0,0,0,0,0,0,0,1,0,0
24039,Donald Brooks,Houston,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
30738,Leon Gibson,Houston,2012,Sr,3,3,0,0,3,0,0,0,0,0,0
24662,Danuel House,Houston,2012,Fr,3,3,0,0,1,0,0,0,0,0,1
28990,Valentine Izundu,Houston,2012,Fr,7,6,1,0,4,1,0,0,0,0,0
32170,Jimmie Jones,Houston,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
22867,Mikhail McLean,Houston,2012,So,1,0,0,1,0,0,1,0,0,0,1
42526,Brandon Morris,Houston,2012,Jr,2,2,0,0,0,0,0,0,0,0,0
46354,Lawrence Paye,Houston,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
6233,J.J. Richardson,Houston,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
30739,Jherrod Stiggers,Houston,2012,Fr,1,0,1,0,0,1,0,0,0,0,2
30741,TaShawn Thomas,Houston,2012,So,16,10,6,0,7,2,0,0,3,0,2
30736,J.J. Thompson,Houston,2012,So,0,0,0,0,0,0,0,1,0,0,2
42527,Tione Womack,Houston,2012,Jr,1,1,0,0,1,0,0,1,0,0,0
22869,Joe Young,Houston,2012,So,0,0,0,0,0,0,0,0,1,0,1
23592,Theodore Boyomo,Howard,2012,So,4,1,3,0,0,0,0,0,1,0,0
19333,Anton Dickerson,Howard,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
31585,Oliver Ellison,Howard,2012,RS-So,0,0,0,0,0,0,0,0,0,0,0
49259,Faret Estriplet,Howard,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
31586,Brandon Ford (2),Howard,2012,So,0,0,0,0,0,0,0,0,0,0,0
31587,Simuel Frazier,Howard,2012,So,0,0,0,0,0,0,0,0,1,0,0
23586,Alphonso Leary,Howard,2012,Jr,7,3,4,0,2,3,0,1,0,0,0
15972,Tre Lee,Howard,2012,Jr,0,0,0,0,0,0,0,0,0,0,1
45854,Emmanuel Okoro II,Howard,2012,So,0,0,0,0,0,0,0,0,0,0,0
31588,Prince Okoroh,Howard,2012,So,1,0,1,0,0,1,0,0,1,0,1
19342,Mike Philips,Howard,2012,Sr,1,0,1,0,0,0,0,0,0,0,0
46298,Anthony Smith,Howard,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
19335,Calvin Thompson,Howard,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
13415,Sherrod Baldwin,Idaho State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
45011,Nnamdi Ezenwa,Idaho State,2012,Jr,1,1,0,0,1,0,0,0,0,0,0
45010,Chris Hansen,Idaho State,2012,Fr,3,1,2,0,0,2,0,0,1,0,0
31067,Andy Harrington,Idaho State,2012,So,0,0,0,0,0,0,0,0,0,0,0
22677,Andre' Hatchett,Idaho State,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
46316,Brian Hosman,Idaho State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
46315,Grant Jones,Idaho State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31066,Dejan Kostur,Idaho State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
8206,Jakub Kusmieruk,Idaho State,2012,Sr,1,1,0,0,1,0,0,0,0,0,0
31064,Travis Martin,Idaho State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
22673,Nick Mason (2),Idaho State,2012,Jr,0,0,0,0,0,0,0,1,0,0,0
31063,Melvin Morgan,Idaho State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
45009,Avibakuro Preh,Idaho State,2012,Jr,4,0,3,1,0,3,0,0,0,0,0
45008,Tomas Sanchez Jenkins,Idaho State,2012,Jr,1,1,0,0,1,0,0,0,2,0,0
45006,Neveij Walters,Idaho State,2012,Sr,5,1,4,0,1,3,0,0,0,0,0
8915,Kyle Barone,Idaho,2012,Sr,3,0,3,0,0,1,0,0,2,0,0
42772,Marcus Bell,Idaho,2012,Jr,1,0,1,0,0,1,0,0,0,0,0
23376,Matt Borton,Idaho,2012,So,0,0,0,0,0,0,0,0,0,0,0
42773,Denzel Douglas,Idaho,2012,Jr,0,0,0,0,0,0,0,0,0,0,1
30491,Wendell Faines,Idaho,2012,Sr,2,1,1,0,0,1,0,0,0,0,0
30488,Mansa Habeeb,Idaho,2012,Sr,1,0,0,1,0,0,1,0,0,0,0
42775,Robert Harris,Idaho,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
30489,Connor Hill,Idaho,2012,So,0,0,0,0,0,0,0,0,0,0,0
46304,Westin Hill,Idaho,2012,So,0,0,0,0,0,0,0,0,0,0,0
8912,Joe Kammerer,Idaho,2012,Jr,1,0,1,0,0,1,0,1,0,0,0
23378,Stephen Madison,Idaho,2012,Jr,3,1,1,1,1,1,0,0,2,1,0
30490,Mike McChristian,Idaho,2012,Sr,1,0,1,0,0,1,0,0,0,0,0
46303,Max Salesky,Idaho,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
11087,Daniel Barnes,Illinois-Chicago,2012,Sr,1,0,1,0,0,0,0,0,0,0,3
30903,Marc Brown,Illinois-Chicago,2012,So,0,0,0,0,0,0,0,0,0,0,0
6771,Josh Crittle,Illinois-Chicago,2012,Sr,2,1,1,0,1,0,0,1,1,0,0
30904,Ahman Fells,Illinois-Chicago,2012,So,0,0,0,0,0,0,0,0,0,0,0
11229,Hayden Humes,Illinois-Chicago,2012,Jr,4,2,2,0,1,2,0,0,0,0,0
15577,Anthony Kelley,Illinois-Chicago,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
31338,Joey Miller,Illinois-Chicago,2012,So,0,0,0,0,0,0,0,0,0,0,0
42900,Jay Parker,Illinois-Chicago,2012,So,1,0,1,0,0,1,0,0,0,0,0
30906,Will Simonton,Illinois-Chicago,2012,So,2,0,2,0,0,0,0,0,1,0,0
42901,Gabe Snider,Illinois-Chicago,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
42902,Robert Songolo Ngijol,Illinois-Chicago,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
30908,Gary Talton,Illinois-Chicago,2012,Sr,0,0,0,0,0,0,0,0,1,0,0
42903,Jake Wiegand,Illinois-Chicago,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
7611,Bryant Allen,Illinois State,2012,Jr,1,1,0,0,0,0,0,0,1,0,1
22695,Geoffrey Allen,Illinois State,2012,So,0,0,0,0,0,0,0,0,0,0,1
30523,Tyler Brown (3),Illinois State,2012,Sr,3,2,0,1,1,0,0,1,0,0,2
7294,Jackie Carmichael,Illinois State,2012,Sr,28,10,17,1,7,14,0,0,0,0,2
23493,Anthony Cousin,Illinois State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
7296,Jon Ekey,Illinois State,2012,Jr,13,4,7,1,2,4,0,0,1,0,1
30525,Johnny Hill (2),Illinois State,2012,So,1,0,1,0,0,1,0,0,0,0,1
42597,Kaza Keane,Illinois State,2012,Fr,0,0,0,0,0,0,0,0,0,0,2
49352,Matt Stacho,Illinois State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
9321,Jordan Threloff,Illinois State,2012,So,0,0,0,0,0,0,0,0,0,0,0
7304,Zeke Upshaw,Illinois State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
23494,John Wilkins,Illinois State,2012,Sr,11,6,5,0,2,2,0,0,0,0,0
30528,Nick Zeisloft,Illinois State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
24225,Tracy Abrams,Illinois,2012,So,2,1,0,1,0,0,1,1,1,0,6
8376,Kevin Berardini,Illinois,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
3848,Joseph Bertrand,Illinois,2012,Jr,5,5,0,0,4,0,0,0,3,0,4
28739,Ibby Djimde,Illinois,2012,So,0,0,0,0,0,0,0,0,0,0,0
24222,Nnanna Egwu,Illinois,2012,So,30,19,11,0,13,3,0,1,3,0,1
3847,Tyler Griffey,Illinois,2012,Sr,9,4,5,0,3,5,0,2,0,0,1
10170,Myke Henry,Illinois,2012,So,1,0,1,0,0,1,0,1,1,0,1
28738,Devin Langford,Illinois,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
42317,Mike LaTulip,Illinois,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
15971,Sam McLaurin,Illinois,2012,Sr,16,6,7,3,3,5,2,0,5,0,0
2273,Brandon Paul,Illinois,2012,Sr,12,4,5,3,1,1,1,0,3,1,6
2386,D.J. Richardson,Illinois,2012,Sr,4,3,0,1,2,0,0,0,3,1,5
24217,Mike Shaw,Illinois,2012,So,0,0,0,0,0,0,0,0,0,0,0
8331,Mangisto Arop,Indiana State,2012,Jr,4,3,1,0,3,1,0,1,0,0,2
30529,Devonte Brown,Indiana State,2012,Fr,1,0,1,0,0,1,0,1,0,0,2
30530,Brandon Burnett,Indiana State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
42599,Dawon Cummings,Indiana State,2012,Jr,1,0,1,0,0,0,0,0,0,0,2
7357,Lucas Eitel,Indiana State,2012,Jr,3,0,3,0,0,3,0,0,0,0,0
30531,Justin Gant,Indiana State,2012,So,3,0,3,0,0,0,0,1,2,0,0
23497,Jake Kitchell,Indiana State,2012,So,5,2,2,1,1,1,1,0,1,0,0
7359,R.J. Mahurin,Indiana State,2012,Jr,7,6,1,0,5,1,0,1,2,0,0
7353,Jake Odum,Indiana State,2012,Jr,4,3,1,0,2,1,0,1,1,0,3
42601,Khristian Smith,Indiana State,2012,Fr,6,5,1,0,3,1,0,1,0,0,1
42602,Rhett Smith,Indiana State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
28754,Remy Abell,Indiana,2012,So,0,0,0,0,0,0,0,0,0,0,2
3868,Maurice Creek,Indiana,2012,Jr,1,0,0,1,0,0,0,0,0,0,0
3865,Derek Elston,Indiana,2012,Sr,1,0,1,0,0,0,0,0,0,0,0
28752,Austin Etherington,Indiana,2012,RS-So,0,0,0,0,0,0,0,0,0,0,0
24263,Yogi Ferrell,Indiana,2012,Fr,3,0,3,0,0,2,0,0,3,0,1
24278,Jeremy Hollowell,Indiana,2012,Fr,8,3,5,0,0,2,0,0,0,0,0
22335,Jeff Howard,Indiana,2012,Jr,1,0,1,0,0,1,0,0,0,0,0
2277,Jordan Hulls,Indiana,2012,Sr,1,0,1,0,0,0,0,0,3,0,1
28283,Peter Jurkin,Indiana,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
24270,Hanner Mosquera-Perea,Indiana,2012,Fr,2,1,1,0,1,1,0,2,1,0,0
22337,Victor Oladipo,Indiana,2012,Jr,20,4,13,3,1,3,2,1,4,0,9
22338,Will Sheehey,Indiana,2012,Jr,4,1,2,1,1,1,0,0,1,0,4
28753,Raphael Smith,Indiana,2012,So,0,0,0,0,0,0,0,0,0,0,0
3869,Christian Watford,Indiana,2012,Sr,11,5,5,1,3,3,1,0,0,0,0
22339,Taylor Wayer,Indiana,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
24152,Cody Zeller,Indiana,2012,So,25,3,22,0,3,8,0,2,0,0,2
44577,DeSean Anderson,Iona,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
23883,Sean Armand,Iona,2012,Jr,1,0,1,0,0,0,0,0,1,0,0
49693,Spencer Boateng,Iona,2012,So,0,0,0,0,0,0,0,0,0,0,0
44578,Tre Bowman (2),Iona,2012,Jr,1,0,0,1,0,0,1,0,0,0,0
9850,Curtis Dennis,Iona,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
44580,A.J. English III,Iona,2012,Fr,2,0,2,0,0,0,0,0,1,0,1
9073,Da'Shawn Gomez,Iona,2012,RS-Sr,0,0,0,0,0,0,0,0,0,0,0
22495,Shawn Jackson,Iona,2012,Jr,2,1,1,0,1,1,0,0,0,0,0
2540,Lamont Jones,Iona,2012,Sr,1,0,1,0,0,0,0,0,0,0,2
44581,David Laury,Iona,2012,So,2,0,2,0,0,2,0,0,0,0,0
31419,Nyandigisi Moikubo,Iona,2012,Sr,1,1,0,0,0,0,0,0,0,0,0
31414,Taaj Ridley,Iona,2012,Sr,2,0,2,0,0,0,0,1,3,0,0
28838,Tavon Sledge,Iona,2012,So,1,1,0,0,0,0,0,1,0,0,0
3969,Chris Babb,Iowa State,2012,Sr,5,3,1,1,2,1,1,0,2,0,0
7505,Anthony Booker,Iowa State,2012,Sr,5,5,0,0,2,0,0,0,0,0,0
22382,Will Clyburn,Iowa State,2012,Sr,10,7,2,1,5,0,1,1,1,0,3
23288,Melvin Ejim,Iowa State,2012,Jr,11,6,5,0,3,1,0,2,3,0,3
42427,Tyler Ellerman,Iowa State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
28834,Percy Gibson,Iowa State,2012,So,5,5,0,0,2,0,0,1,1,0,1
28835,Aaron Law,Iowa State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
3908,Korie Lucious,Iowa State,2012,Sr,1,1,0,0,1,0,0,1,1,0,2
28836,Austin McBeth,Iowa State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
28837,Tyrus McGee,Iowa State,2012,Sr,2,0,1,1,0,1,1,2,1,0,2
27050,Naz Long,Iowa State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
42429,Georges Niang,Iowa State,2012,Fr,2,1,1,0,0,1,0,1,2,0,0
42430,Kerwin Okoro,Iowa State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
4182,Bubu Palo,Iowa State,2012,Jr,0,0,0,0,0,0,0,0,2,0,0
22340,Melsahn Basabe,Iowa,2012,Jr,23,12,11,0,8,5,0,0,2,0,0
42315,Anthony Clemmons,Iowa,2012,Fr,6,4,2,0,2,2,0,0,3,0,2
28755,Kyle Denning,Iowa,2012,So,0,0,0,0,0,0,0,0,0,0,0
33244,Mike Gesell,Iowa,2012,Fr,7,5,2,0,4,2,0,0,1,0,4
28574,Patrick Ingram,Iowa,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
22342,Devyn Marble,Iowa,2012,Jr,6,3,3,0,2,2,0,0,4,0,5
3882,Eric May,Iowa,2012,Sr,6,3,3,0,2,3,0,1,1,0,3
22343,Zach McCabe,Iowa,2012,Jr,2,1,0,1,1,0,1,1,5,0,0
28757,Josh Oglesby,Iowa,2012,So,3,1,2,0,0,2,0,0,0,0,0
28758,Gabriel Olaseni,Iowa,2012,So,17,11,6,0,6,4,0,1,1,0,0
32166,Christopher Rickert,Iowa,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
22346,Darius Stokes,Iowa,2012,So,1,1,0,0,0,0,0,0,0,0,0
28759,Aaron White,Iowa,2012,So,15,10,3,2,6,1,1,1,2,0,6
24650,Adam Woodbury,Iowa,2012,Fr,15,3,12,0,1,9,0,1,0,0,0
43186,Pierre Bland,Fort Wayne,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
31532,Joe Edwards,Fort Wayne,2012,So,0,0,0,0,0,0,0,0,0,0,0
12831,Frank Gaines,Fort Wayne,2012,Sr,1,0,0,1,0,0,0,1,0,0,0
31527,Herbert Graham,Fort Wayne,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
43183,Kevin Harden,Fort Wayne,2012,Jr,0,0,0,0,0,0,0,0,0,0,1
31529,Mario Hines,Fort Wayne,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
22586,Luis Jacobo,Fort Wayne,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
23083,Michael Kibiloski,Fort Wayne,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
31528,Isaiah McCray,Fort Wayne,2012,So,1,0,1,0,0,1,0,0,0,0,1
31530,Michael Onuorah,Fort Wayne,2012,So,0,0,0,0,0,0,0,0,0,0,0
43182,Joe Reed,Fort Wayne,2012,Fr,0,0,0,0,0,0,0,0,1,0,0
31536,Marcellus Barksdale,IUPUI,2012,RS-So,0,0,0,0,0,0,0,0,0,0,0
31534,Ian Chiles (2),IUPUI,2012,RS-Jr,0,0,0,0,0,0,0,0,0,0,0
12897,Sean Esposito,IUPUI,2012,Sr,0,0,0,0,0,0,0,0,0,0,1
31533,Lyonell Gaines,IUPUI,2012,So,0,0,0,0,0,0,0,0,0,0,0
23084,Donovan Gibbs,IUPUI,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
3985,John Hart,IUPUI,2012,Sr,0,0,0,0,0,0,0,0,1,0,0
23086,P.J. Hubert,IUPUI,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
12895,Nick Kitcoff,IUPUI,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
12901,Cameron Loepker,IUPUI,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
23085,Mitchell Patton,IUPUI,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
12891,Greg Rice,IUPUI,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
49522,Kevin Rose,IUPUI,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31535,Jordan Shanklin,IUPUI,2012,So,0,0,0,0,0,0,0,0,0,0,0
31486,Travis Ballard,Jackson State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
31488,Sydney Coleman,Jackson State,2012,So,2,2,0,0,1,0,0,0,0,0,0
45835,Kendall Deese,Jackson State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
45836,Kenny Demouchet,Jackson State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
15012,Raymond Gregory,Jackson State,2012,Sr,1,1,0,0,0,0,0,0,0,0,0
31487,Kelsey Howard,Jackson State,2012,So,1,1,0,0,0,0,0,0,0,0,0
15001,Davon Jones,Jackson State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
15007,Jonathan Lewis,Jackson State,2012,RS-Sr,0,0,0,0,0,0,0,0,0,0,0
9401,Dundrecous Nelson,Jackson State,2012,Jr,0,0,0,0,0,0,0,0,0,0,1
31489,Willie Readus,Jackson State,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
47906,K.J. Smith,Jackson State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
23456,Keeslee Stewart,Jackson State,2012,So,0,0,0,0,0,0,0,0,0,0,0
45839,Jeff Stubbs,Jackson State,2012,Jr,1,1,0,0,0,0,0,0,0,0,0
31484,Derrell Taylor,Jackson State,2012,So,0,0,0,0,0,0,0,0,0,0,0
15000,Christian Williams,Jackson State,2012,Sr,0,0,0,0,0,0,0,0,0,0,1
15011,Phillip Williams,Jackson State,2012,Sr,0,0,0,0,0,0,0,0,0,0,1
43131,Alex Anderson,Jacksonville State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31350,Ronnie Boggs,Jacksonville State,2012,Sr,2,0,2,0,0,2,0,2,0,0,0
22502,Nick Cook,Jacksonville State,2012,Jr,5,3,2,0,3,1,0,0,0,0,0
31354,Chris Deanes,Jacksonville State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31357,Tarvin Gaines,Jacksonville State,2012,Sr,2,0,2,0,0,2,0,1,0,0,0
43133,Gus Klaus,Jacksonville State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31351,Mason Leggett,Jacksonville State,2012,Sr,0,0,0,0,0,0,0,0,1,0,0
43135,Mike Louder,Jacksonville State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31353,Rinaldo Mafra,Jacksonville State,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
12205,Roderick McReynolds,Jacksonville State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
43136,Darrius Moore,Jacksonville State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
31355,Darion Rackley,Jacksonville State,2012,So,0,0,0,0,0,0,0,0,0,0,2
23060,Rico Sanders,Jacksonville State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
43137,Giovanni Smith,Jacksonville State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
22507,Brian Williams (2),Jacksonville State,2012,Jr,0,0,0,0,0,0,0,0,0,0,1
45151,Tyler Alderman,Jacksonville,2012,Fr,4,3,1,0,2,0,0,0,1,0,0
45154,Marcellous Bell,Jacksonville,2012,Fr,1,0,1,0,0,1,0,0,0,0,1
31035,Jeremy Bogus,Jacksonville,2012,So,1,1,0,0,0,0,0,0,0,0,0
46960,Connor Coleman,Jacksonville,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
30374,Javon Dawson,Jacksonville,2012,Jr,1,1,0,0,0,0,0,1,0,0,0
45152,Kordario Fleming,Jacksonville,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
45153,Dylan Fritsch,Jacksonville,2012,Jr,1,0,1,0,0,1,0,0,1,0,0
31033,Evin Graham,Jacksonville,2012,So,0,0,0,0,0,0,0,0,0,0,0
32982,Jarvis Haywood,Jacksonville,2012,Fr,1,0,1,0,0,1,0,1,0,0,1
22602,Keith McDougald,Jacksonville,2012,Jr,0,0,0,0,0,0,0,1,0,0,0
14326,Glenn Powell,Jacksonville,2012,Sr,6,5,1,0,1,0,0,0,0,0,1
14330,Russell Powell,Jacksonville,2012,Sr,0,0,0,0,0,0,0,0,0,0,1
46959,Chris Spurling,Jacksonville,2012,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
44719,Taylor Bessick,James Madison,2012,Fr,2,0,2,0,0,1,0,0,0,0,0
44721,Charles Cooke,James Madison,2012,Fr,4,0,4,0,0,3,0,0,0,0,0
44722,Ron Curry,James Madison,2012,Fr,0,0,0,0,0,0,0,0,2,0,1
10102,A.J. Davis,James Madison,2012,Sr,1,0,1,0,0,1,0,0,0,0,1
18714,Alioune Diouf,James Madison,2012,Sr,1,1,0,0,1,0,0,0,1,0,0
23650,Rayshawn Goins,James Madison,2012,Sr,4,1,3,0,0,1,0,0,0,0,0
31242,Enoch Hood,James Madison,2012,So,1,1,0,0,0,0,0,0,0,0,0
31245,Arman Marks,James Madison,2012,So,0,0,0,0,0,0,0,0,0,0,0
18719,Devon Moore,James Madison,2012,Sr,0,0,0,0,0,0,0,0,0,0,0
44723,Andre Nation,James Madison,2012,Fr,4,0,4,0,0,2,0,0,0,0,0
18716,Andrey Semenov,James Madison,2012,RS-Sr,1,0,1,0,0,0,0,0,1,0,0
3704,Gene Swindle,James Madison,2012,Sr,0,0,0,0,0,0,0,0,1,0,0
28939,Adrian Diaz,Kansas State,2012,So,0,0,0,0,0,0,0,0,0,0,0
28940,Thomas Gipson,Kansas State,2012,So,6,3,2,0,1,1,0,3,0,0,0
4532,Jordan Henriquez,Kansas State,2012,Sr,39,21,18,0,12,12,0,1,4,0,0
4212,Martavious Irving,Kansas State,2012,Sr,2,0,1,1,0,0,0,0,0,0,1
42419,D.J. Johnson,Kansas State,2012,Fr,4,2,2,0,0,1,0,0,0,0,1
6474,Omari Lawrence,Kansas State,2012,Jr,3,1,0,2,0,0,2,1,1,0,0
4210,Rodney McGruder,Kansas State,2012,Sr,3,0,3,0,0,3,0,0,0,0,5
28942,Shawn Meyer,Kansas State,2012,So,0,0,0,0,0,0,0,0,0,0,0
42420,Michael Orris,Kansas State,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
28943,Angel Rodriguez,Kansas State,2012,So,0,0,0,0,0,0,0,1,0,0,6
42421,Ryan Schultz,Kansas State,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
9406,Shane Southwell,Kansas State,2012,Jr,11,4,6,1,3,4,1,0,0,0,3
23294,Will Spradling,Kansas State,2012,Jr,2,1,1,0,0,1,0,0,2,0,0
23293,Nino Williams,Kansas State,2012,So,2,2,0,0,2,0,0,1,0,0,0
42422,Rio Adams,Kansas,2012,Fr,0,0,0,0,0,0,0,0,1,0,0
24256,Perry Ellis,Kansas,2012,Fr,6,3,3,0,3,1,0,0,5,0,0
28832,Christian Garrett,Kansas,2012,So,0,0,0,0,0,0,0,0,0,0,0
4197,Elijah Johnson,Kansas,2012,Sr,5,4,1,0,3,0,0,0,1,0,3
42423,Evan Manning,Kansas,2012,Fr,0,0,0,0,0,0,0,0,1,0,0
24188,Ben McLemore,Kansas,2012,Fr,16,1,13,2,1,3,1,0,1,0,6
4194,Travis Releford,Kansas,2012,Sr,3,2,1,0,1,0,0,1,0,0,4
23289,Niko Roberts,Kansas,2012,Jr,0,0,0,0,0,0,0,0,0,0,0
42425,Tyler Self,Kansas,2012,Fr,0,0,0,0,0,0,0,0,0,0,0
24213,Naadir Tharpe,Kansas,2012,So,0,0,0,0,0,0,0,0,1,0,0
27091,Jamari Traylor,Kansas,2012,Fr,22,7,15,0,2,4,0,0,1,0,0
21546,Justin Wesley,Kansas,2012,Jr,0,0,0,0,0,0,0,0,1,0,0
24696,Andrew White,Kansas,2012,Fr,2,1,1,0,1,1,0,0,0,0,0
