GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
31543,Matt Poches,Oakland,2012,So,17,29.41%,35.29%,11.76%,52.94%,0.00%,21,9.52%,66.67%,23.81%
12979,Drew Valentine,Oakland,2012,Sr,72,13.89%,34.72%,25.00%,38.89%,6.94%,71,8.45%,49.30%,42.25%
31541,Dante Williams,Oakland,2012,So,16,25.00%,37.50%,25.00%,37.50%,6.25%,13,30.77%,46.15%,23.08%
9412,Aaron Craft,Ohio State,2012,Jr,182,31.87%,28.02%,21.98%,50.00%,8.79%,74,0.00%,52.70%,47.30%
26524,Amedeo Della Valle,Ohio State,2012,Fr,5,60.00%,60.00%,0.00%,40.00%,20.00%,7,0.00%,28.57%,71.43%
46310,Jake Lorbach,Ohio State,2012,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28744,Trey McDonald,Ohio State,2012,So,2,50.00%,0.00%,50.00%,50.00%,0.00%,8,0.00%,25.00%,75.00%
3766,Evan Ravenel,Ohio State,2012,Sr,12,25.00%,83.33%,0.00%,16.67%,50.00%,30,16.67%,13.33%,70.00%
30359,Alex Rogers,Ohio State,2012,Jr,2,50.00%,50.00%,0.00%,50.00%,50.00%,2,0.00%,0.00%,100.00%
24185,LaQuinton Ross,Ohio State,2012,So,18,33.33%,27.78%,22.22%,50.00%,5.56%,62,11.29%,33.87%,54.84%
24169,Shannon Scott,Ohio State,2012,So,143,40.56%,50.35%,13.29%,36.36%,22.38%,47,4.26%,44.68%,51.06%
9311,"Lenzelle Smith, Jr.",Ohio State,2012,Jr,54,37.04%,37.04%,20.37%,42.59%,14.81%,46,2.17%,58.70%,39.13%
2381,Deshaun Thomas,Ohio State,2012,Jr,48,27.08%,54.17%,12.50%,33.33%,18.75%,52,5.77%,53.85%,40.38%
24184,Sam Thompson,Ohio State,2012,So,39,33.33%,41.03%,23.08%,35.90%,5.13%,35,0.00%,42.86%,57.14%
24176,Amir Williams,Ohio State,2012,So,4,0.00%,100.00%,0.00%,0.00%,0.00%,30,16.67%,26.67%,56.67%
11591,Ivo Baltic,Ohio,2012,Sr,70,18.57%,40.00%,14.29%,45.71%,7.14%,71,2.82%,45.07%,52.11%
11588,D.J. Cooper,Ohio,2012,Sr,242,38.02%,59.09%,11.16%,29.34%,15.29%,119,3.36%,63.03%,33.61%
20240,Nick Goff,Ohio,2012,Jr,4,0.00%,50.00%,25.00%,25.00%,0.00%,0,NA,NA,NA
23295,Kadeem Green,Ohio,2012,So,0,NA,NA,NA,NA,NA,2,0.00%,0.00%,100.00%
23932,T.J. Hall,Ohio,2012,Jr,28,21.43%,67.86%,14.29%,17.86%,17.86%,31,9.68%,41.94%,48.39%
23934,Ricardo Johnson,Ohio,2012,Jr,36,30.56%,30.56%,19.44%,44.44%,2.78%,27,3.70%,62.96%,33.33%
11595,Reggie Keely,Ohio,2012,Sr,24,29.17%,41.67%,16.67%,41.67%,4.17%,42,4.76%,40.48%,54.76%
23935,Nick Kellogg,Ohio,2012,Jr,48,39.58%,33.33%,16.67%,50.00%,4.17%,40,5.00%,57.50%,37.50%
11589,David McKinley,Ohio,2012,Sr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
3963,Walter Offutt,Ohio,2012,Sr,70,28.57%,38.57%,21.43%,38.57%,7.14%,54,11.11%,48.15%,40.74%
10771,Jon Smith,Ohio,2012,Jr,10,0.00%,30.00%,30.00%,40.00%,0.00%,10,20.00%,30.00%,50.00%
31322,Stevie Taylor,Ohio,2012,So,41,19.51%,19.51%,17.07%,63.41%,4.88%,21,14.29%,38.10%,47.62%
42953,Travis Wilkins,Ohio,2012,Jr,20,15.00%,15.00%,30.00%,55.00%,0.00%,5,0.00%,80.00%,20.00%
9283,Markel Brown,Oklahoma State,2012,Jr,80,35.00%,43.75%,26.25%,30.00%,17.50%,57,10.53%,50.88%,38.60%
34173,Alex Budke,Oklahoma State,2012,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
9371,Mike Cobbins,Oklahoma State,2012,So,8,25.00%,25.00%,25.00%,50.00%,25.00%,24,16.67%,41.67%,41.67%
32589,Mason Cox,Oklahoma State,2012,Jr,0,NA,NA,NA,NA,NA,3,0.00%,100.00%,0.00%
28808,Phil Forte,Oklahoma State,2012,Fr,28,28.57%,28.57%,32.14%,35.71%,14.29%,16,0.00%,68.75%,31.25%
42411,Kirby Gardner,Oklahoma State,2012,Jr,30,30.00%,26.67%,30.00%,43.33%,13.33%,19,5.26%,42.11%,52.63%
5924,Philip Jurick,Oklahoma State,2012,Sr,11,18.18%,36.36%,9.09%,54.55%,27.27%,31,19.35%,41.94%,38.71%
28715,Kamari Murphy,Oklahoma State,2012,Fr,21,23.81%,28.57%,42.86%,28.57%,9.52%,35,14.29%,51.43%,34.29%
24147,Le'Bryan Nash,Oklahoma State,2012,So,59,25.42%,35.59%,27.12%,37.29%,22.03%,86,15.12%,37.21%,47.67%
23310,Jean-Paul Olukemi,Oklahoma State,2012,Sr,2,0.00%,0.00%,50.00%,50.00%,0.00%,4,0.00%,50.00%,50.00%
28843,Christien Sager,Oklahoma State,2012,So,3,33.33%,0.00%,0.00%,100.00%,0.00%,3,0.00%,100.00%,0.00%
24275,Marcus Smart,Oklahoma State,2012,Fr,139,37.41%,50.36%,15.11%,34.53%,23.74%,111,10.81%,55.86%,33.33%
28005,Marek Soucek,Oklahoma State,2012,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
42412,Ford Stuen,Oklahoma State,2012,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
23309,Brian Williams (3),Oklahoma State,2012,So,15,33.33%,33.33%,40.00%,26.67%,6.67%,13,7.69%,38.46%,53.85%
28840,Casey Arent,Oklahoma,2012,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
9341,Cameron Clark,Oklahoma,2012,Jr,14,35.71%,35.71%,14.29%,50.00%,14.29%,33,27.27%,45.45%,27.27%
42414,Isaiah Cousins,Oklahoma,2012,Fr,50,60.00%,38.00%,20.00%,42.00%,22.00%,41,12.20%,56.10%,31.71%
4253,Andrew Fitzgerald,Oklahoma,2012,Sr,11,0.00%,9.09%,54.55%,36.36%,0.00%,16,6.25%,50.00%,43.75%
28841,James Fraschilla,Oklahoma,2012,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
28842,Sam Grooms,Oklahoma,2012,Sr,100,26.00%,30.00%,34.00%,36.00%,15.00%,38,2.63%,63.16%,34.21%
42415,Buddy Hield,Oklahoma,2012,Fr,51,35.29%,56.86%,27.45%,15.69%,23.53%,44,4.55%,56.82%,38.64%
42416,Je'lon Hornbeak,Oklahoma,2012,Fr,55,38.18%,18.18%,34.55%,47.27%,10.91%,51,3.92%,68.63%,27.45%
10105,Amath M'Baye,Oklahoma,2012,Jr,23,8.70%,30.43%,26.09%,43.48%,4.35%,59,16.95%,49.15%,33.90%
23308,Tyler Neal,Oklahoma,2012,Jr,4,0.00%,0.00%,50.00%,50.00%,0.00%,7,0.00%,71.43%,28.57%
5841,Romero Osby,Oklahoma,2012,Sr,41,19.51%,12.20%,41.46%,46.34%,2.44%,42,7.14%,59.52%,33.33%
4254,Steven Pledger,Oklahoma,2012,Sr,46,19.57%,30.43%,56.52%,13.04%,13.04%,37,21.62%,40.54%,37.84%
45346,Aaron Bacote,Old Dominion,2012,Fr,74,33.78%,45.95%,27.03%,25.68%,5.41%,77,10.39%,51.95%,37.66%
23659,Dimitri Batten,Old Dominion,2012,So,39,33.33%,56.41%,17.95%,25.64%,12.82%,41,7.32%,39.02%,53.66%
45345,Deion Clark,Old Dominion,2012,Fr,20,25.00%,45.00%,25.00%,30.00%,5.00%,21,14.29%,19.05%,66.67%
3687,Donte Hill,Old Dominion,2012,Jr,85,28.24%,41.18%,22.35%,36.47%,10.59%,74,5.41%,72.97%,21.62%
18853,Anton Larsen,Old Dominion,2012,Jr,6,16.67%,66.67%,16.67%,16.67%,0.00%,8,12.50%,37.50%,50.00%
45344,Stuart McEwen,Old Dominion,2012,Fr,2,50.00%,50.00%,50.00%,0.00%,0.00%,2,100.00%,0.00%,0.00%
3789,DeShawn Painter,Old Dominion,2012,Sr,25,12.00%,60.00%,4.00%,36.00%,8.00%,60,16.67%,36.67%,46.67%
45342,Keenan Palmore,Old Dominion,2012,Fr,87,42.53%,40.23%,19.54%,40.23%,2.30%,53,9.43%,49.06%,41.51%
23660,Richard Ross,Old Dominion,2012,So,22,36.36%,54.55%,22.73%,22.73%,0.00%,34,14.71%,32.35%,52.94%
49345,Martin Shaw,Old Dominion,2012,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
18861,Nick Wright,Old Dominion,2012,Sr,13,15.38%,46.15%,15.38%,38.46%,0.00%,29,13.79%,51.72%,34.48%
42357,Terry Brutus,Ole Miss,2012,Fr,3,33.33%,33.33%,0.00%,66.67%,0.00%,7,28.57%,71.43%,0.00%
3631,Reginald Becton,Ole Miss,2012,Sr,29,10.34%,51.72%,10.34%,34.48%,10.34%,51,9.80%,33.33%,56.86%
9379,Demarco Cox,Ole Miss,2012,RS-Jr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
10061,Marshall Henderson,Ole Miss,2012,Jr,63,28.57%,71.43%,11.11%,15.87%,22.22%,76,3.95%,55.26%,40.79%
5787,Murphy Holloway,Ole Miss,2012,Sr,45,22.22%,44.44%,8.89%,46.67%,24.44%,75,13.33%,54.67%,32.00%
28803,Aaron Jones,Ole Miss,2012,So,11,27.27%,72.73%,9.09%,18.18%,27.27%,10,20.00%,40.00%,40.00%
42359,Derrick Millinghaus,Ole Miss,2012,Fr,59,38.98%,23.73%,23.73%,52.54%,3.39%,29,10.34%,68.97%,20.69%
42360,Martavious Newby,Ole Miss,2012,Fr,12,25.00%,66.67%,16.67%,16.67%,33.33%,13,7.69%,38.46%,53.85%
23349,Will Norman,Ole Miss,2012,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
46370,Cade Peeper,Ole Miss,2012,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
42361,Anthony Perez-Cortesia,Ole Miss,2012,Fr,9,11.11%,55.56%,11.11%,33.33%,33.33%,15,13.33%,46.67%,40.00%
28805,Jarvis Summers,Ole Miss,2012,So,126,32.54%,23.81%,19.84%,56.35%,8.73%,59,13.56%,52.54%,33.90%
28806,Ladarius White,Ole Miss,2012,So,41,21.95%,36.59%,12.20%,51.22%,12.20%,44,11.36%,47.73%,40.91%
3860,Nick Williams,Ole Miss,2012,Sr,47,23.40%,40.43%,19.15%,40.43%,8.51%,21,0.00%,61.90%,38.10%
31939,C.J. Carter,Omaha,2012,So,84,39.29%,36.90%,20.24%,42.86%,10.71%,76,13.16%,43.42%,43.42%
31940,Jacques Coleman,Omaha,2012,Sr,14,42.86%,64.29%,21.43%,14.29%,7.14%,23,4.35%,73.91%,21.74%
7355,Koang Doluony,Omaha,2012,Sr,3,0.00%,33.33%,66.67%,0.00%,0.00%,9,22.22%,33.33%,44.44%
31944,Tyler Egli,Omaha,2012,Sr,4,25.00%,50.00%,25.00%,25.00%,25.00%,3,0.00%,33.33%,66.67%
31949,Matt Hagerbaumer,Omaha,2012,Jr,21,14.29%,19.05%,14.29%,66.67%,0.00%,16,18.75%,43.75%,37.50%
31950,John Karhoff,Omaha,2012,Jr,74,17.57%,48.65%,6.76%,44.59%,5.41%,52,7.69%,55.77%,36.54%
31948,Simon Krych,Omaha,2012,Fr,0,NA,NA,NA,NA,NA,4,25.00%,75.00%,0.00%
43177,Alex Phillips,Omaha,2012,Jr,39,38.46%,23.08%,33.33%,43.59%,2.56%,70,11.43%,41.43%,47.14%
43175,Justin Simmons,Omaha,2012,Jr,64,14.06%,43.75%,28.13%,28.13%,9.38%,93,4.30%,61.29%,34.41%
31941,Caleb Steffensmeier,Omaha,2012,Jr,47,44.68%,51.06%,17.02%,31.91%,4.26%,19,0.00%,47.37%,52.63%
43174,Marcus Tyus,Omaha,2012,Fr,30,40.00%,30.00%,26.67%,43.33%,3.33%,38,5.26%,55.26%,39.47%
31945,Alex Welhouse,Omaha,2012,Sr,22,27.27%,31.82%,22.73%,45.45%,9.09%,43,6.98%,58.14%,34.88%
13021,Damen Bell-Holter,Oral Roberts,2012,Sr,42,7.14%,35.71%,16.67%,47.62%,4.76%,71,26.76%,43.66%,29.58%
31547,Korey Billbury,Oral Roberts,2012,Fr,87,24.14%,44.83%,27.59%,27.59%,9.20%,75,4.00%,49.33%,46.67%
44141,Corbin Byford,Oral Roberts,2012,RS-Fr,3,0.00%,0.00%,100.00%,0.00%,0.00%,5,20.00%,40.00%,40.00%
44142,Brandon Conley,Oral Roberts,2012,Fr,13,53.85%,23.08%,15.38%,61.54%,0.00%,28,14.29%,46.43%,39.29%
10064,Shawn Glover,Oral Roberts,2012,Jr,64,26.56%,50.00%,17.19%,31.25%,7.81%,70,4.29%,48.57%,47.14%
31544,D.J. Jackson,Oral Roberts,2012,Fr,91,25.27%,41.76%,23.08%,35.16%,10.99%,55,5.45%,56.36%,38.18%
44143,Jorden Kaufman,Oral Roberts,2012,Fr,0,NA,NA,NA,NA,NA,4,25.00%,75.00%,0.00%
23102,Jake Lliteras,Oral Roberts,2012,So,9,11.11%,11.11%,33.33%,55.56%,0.00%,10,0.00%,50.00%,50.00%
13030,Mikey Manghum,Oral Roberts,2012,Jr,46,17.39%,21.74%,43.48%,34.78%,2.17%,27,7.41%,51.85%,40.74%
13033,Warren Niles,Oral Roberts,2012,Sr,55,29.09%,56.36%,29.09%,14.55%,12.73%,69,10.14%,66.67%,23.19%
32594,P.J. Purnell,Oral Roberts,2012,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
23104,Steven Roundtree,Oral Roberts,2012,Jr,31,22.58%,38.71%,32.26%,29.03%,9.68%,62,12.90%,43.55%,43.55%
44144,Caleb Tannehill,Oral Roberts,2012,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30393,Charles Barton,Oregon State,2012,So,45,35.56%,35.56%,11.11%,53.33%,6.67%,39,5.13%,41.03%,53.85%
6800,Angus Brandt,Oregon State,2012,RS-Sr,7,28.57%,71.43%,14.29%,0.00%,0.00%,9,11.11%,44.44%,44.44%
6805,Joe Burton,Oregon State,2012,Sr,109,19.27%,45.87%,13.76%,40.37%,8.26%,81,7.41%,40.74%,51.85%
9392,Devon Collier,Oregon State,2012,Jr,51,39.22%,72.55%,1.96%,25.49%,11.76%,71,15.49%,49.30%,35.21%
23254,Daniel Jones,Oregon State,2012,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30394,C.J. Mitchell,Oregon State,2012,Jr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
23255,Eric Moreland,Oregon State,2012,So,46,19.57%,56.52%,8.70%,32.61%,8.70%,64,10.94%,46.88%,42.19%
42496,Langston Morris-Walker,Oregon State,2012,Fr,4,25.00%,50.00%,0.00%,50.00%,0.00%,6,33.33%,33.33%,33.33%
30395,Michael Moyer,Oregon State,2012,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6811,Roberto Nelson,Oregon State,2012,Jr,77,31.17%,72.73%,6.49%,20.78%,19.48%,73,9.59%,54.79%,35.62%
30396,Jullian Powers,Oregon State,2012,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
28740,Jarmal Reid,Oregon State,2012,Fr,27,11.11%,66.67%,7.41%,25.93%,0.00%,13,30.77%,15.38%,53.85%
42495,Victor Robbins,Oregon State,2012,Fr,5,20.00%,60.00%,20.00%,20.00%,0.00%,9,11.11%,77.78%,11.11%
42494,Olaf Schaftenaar,Oregon State,2012,Fr,11,9.09%,81.82%,9.09%,9.09%,18.18%,19,0.00%,63.16%,36.84%
9326,Ahmad Starks,Oregon State,2012,Jr,74,44.59%,60.81%,4.05%,35.14%,18.92%,44,2.27%,56.82%,40.91%
24649,Dominic Artis,Oregon,2012,Fr,90,46.67%,57.78%,16.67%,25.56%,22.22%,68,2.94%,41.18%,55.88%
28985,Waverly Austin,Oregon,2012,Jr,7,42.86%,85.71%,0.00%,14.29%,0.00%,34,5.88%,38.24%,55.88%
42500,Coleton Baker,Oregon,2012,Jr,1,100.00%,100.00%,0.00%,0.00%,100.00%,1,0.00%,0.00%,100.00%
28989,Ben Carter,Oregon,2012,Fr,20,10.00%,40.00%,15.00%,45.00%,0.00%,21,4.76%,38.10%,57.14%
29195,Damyean Dotson,Oregon,2012,Fr,33,45.45%,39.39%,12.12%,48.48%,18.18%,51,5.88%,54.90%,39.22%
30389,Carlos Emory,Oregon,2012,Sr,38,26.32%,42.11%,21.05%,36.84%,13.16%,74,6.76%,33.78%,59.46%
7903,Arsalan Kazemi,Oregon,2012,Sr,48,37.50%,39.58%,16.67%,43.75%,4.17%,52,5.77%,51.92%,42.31%
30391,Austin Kuemper,Oregon,2012,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,1,0.00%,0.00%,100.00%
23249,Johnathan Loyd,Oregon,2012,Jr,107,37.38%,51.40%,18.69%,29.91%,23.36%,71,2.82%,54.93%,42.25%
23340,Nicholas Lucenti,Oregon,2012,Jr,2,0.00%,50.00%,0.00%,50.00%,0.00%,0,NA,NA,NA
42498,Willie Moore,Oregon,2012,Fr,14,21.43%,50.00%,21.43%,28.57%,14.29%,24,0.00%,25.00%,75.00%
42497,Fred Richardson III,Oregon,2012,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,2,0.00%,50.00%,50.00%
6768,E.J. Singler,Oregon,2012,Sr,105,25.71%,47.62%,18.10%,34.29%,15.24%,92,5.43%,54.35%,40.22%
2366,Tony Woods,Oregon,2012,Sr,17,17.65%,41.18%,29.41%,29.41%,17.65%,59,6.78%,33.90%,59.32%
31126,Colin Beatty,Pacific,2012,Sr,49,16.33%,34.69%,34.69%,30.61%,6.12%,31,3.23%,51.61%,45.16%
7121,Andrew Bock,Pacific,2012,Jr,15,33.33%,46.67%,0.00%,53.33%,0.00%,13,30.77%,23.08%,46.15%
31132,Rodrigo de Souza,Pacific,2012,Sr,67,26.87%,31.34%,22.39%,46.27%,2.99%,29,6.90%,48.28%,44.83%
31127,Markus Duran,Pacific,2012,Sr,15,26.67%,6.67%,40.00%,53.33%,0.00%,6,0.00%,16.67%,83.33%
31131,Travis Fulton,Pacific,2012,Sr,57,12.28%,33.33%,26.32%,40.35%,1.75%,38,2.63%,63.16%,34.21%
44767,Tony Gill,Pacific,2012,Jr,26,7.69%,38.46%,7.69%,53.85%,0.00%,29,20.69%,51.72%,27.59%
31125,Trevin Harris,Pacific,2012,Jr,35,11.43%,40.00%,31.43%,28.57%,8.57%,20,0.00%,55.00%,45.00%
16682,Reed Kamler,Pacific,2012,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22792,Khalil Kelley,Pacific,2012,Jr,25,8.00%,32.00%,32.00%,36.00%,0.00%,31,22.58%,32.26%,45.16%
22790,Spencer Llewellyn,Pacific,2012,So,0,NA,NA,NA,NA,NA,3,0.00%,66.67%,33.33%
31129,Lorenzo McCloud,Pacific,2012,Sr,141,20.57%,31.21%,29.79%,39.01%,3.55%,75,9.33%,53.33%,37.33%
31130,Ross Rivera,Pacific,2012,Jr,10,20.00%,50.00%,10.00%,40.00%,10.00%,32,15.63%,40.63%,43.75%
44770,Aaron Short,Pacific,2012,RS-Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
44771,Sama Taku,Pacific,2012,Jr,66,33.33%,36.36%,27.27%,34.85%,3.03%,63,11.11%,42.86%,46.03%
31133,Tim Thomas,Pacific,2012,Jr,1,100.00%,0.00%,0.00%,100.00%,0.00%,7,28.57%,14.29%,57.14%
16676,Jordan Turner,Pacific,2012,Sr,3,33.33%,33.33%,33.33%,33.33%,0.00%,2,0.00%,50.00%,50.00%
28772,Patrick Ackerman,Penn State,2012,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,100.00%,0.00%,0.00%
3978,Sasa Borovnjak,Penn State,2012,Jr,15,13.33%,26.67%,33.33%,40.00%,0.00%,34,5.88%,55.88%,38.24%
23213,Nick Colella,Penn State,2012,Sr,33,18.18%,18.18%,36.36%,45.45%,0.00%,20,5.00%,85.00%,10.00%
3977,Tim Frazier,Penn State,2012,RS-Sr,24,37.50%,58.33%,16.67%,25.00%,16.67%,13,0.00%,38.46%,61.54%
23214,Jon Graham,Penn State,2012,So,6,0.00%,0.00%,33.33%,66.67%,0.00%,16,31.25%,37.50%,31.25%
42327,Donovon Jack,Penn State,2012,Fr,2,100.00%,100.00%,0.00%,0.00%,100.00%,8,12.50%,50.00%,37.50%
42328,Akosa Maduegbunam,Penn State,2012,Fr,2,50.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
3981,Jermaine Marshall,Penn State,2012,Jr,80,23.75%,43.75%,26.25%,30.00%,2.50%,82,19.51%,45.12%,35.37%
30358,Kevin Montminy,Penn State,2012,So,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
22883,D.J. Newbill,Penn State,2012,So,127,22.83%,25.20%,25.20%,49.61%,2.36%,120,11.67%,49.17%,39.17%
48114,Kevin Onyeaka,Penn State,2012,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
42329,Brandon Taylor,Penn State,2012,Fr,9,11.11%,33.33%,11.11%,55.56%,0.00%,31,16.13%,48.39%,35.48%
28776,Ross Travis,Penn State,2012,So,22,18.18%,27.27%,22.73%,50.00%,0.00%,48,18.75%,37.50%,43.75%
23215,Alan Wisniewski,Penn State,2012,So,1,0.00%,0.00%,100.00%,0.00%,0.00%,2,50.00%,50.00%,0.00%
30869,Henry Brooks,Pennsylvania ,2012,So,18,5.56%,38.89%,16.67%,44.44%,0.00%,44,20.45%,29.55%,50.00%
30871,Camryn Crocker,Pennsylvania ,2012,So,62,35.48%,35.48%,29.03%,35.48%,0.00%,45,13.33%,48.89%,37.78%
23835,Fran Dougherty,Pennsylvania ,2012,Jr,13,7.69%,46.15%,7.69%,46.15%,7.69%,27,18.52%,37.04%,44.44%
30872,Simeon Esprit,Pennsylvania ,2012,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,100.00%,0.00%
23838,Cameron Gunter,Pennsylvania ,2012,Jr,0,NA,NA,NA,NA,NA,12,33.33%,16.67%,50.00%
43235,Tony Hicks,Pennsylvania ,2012,Fr,59,27.12%,57.63%,15.25%,27.12%,1.69%,74,13.51%,50.00%,36.49%
23833,Miles Jackson-Cartwright,Pennsylvania ,2012,Jr,113,24.78%,40.71%,20.35%,38.94%,2.65%,109,8.26%,49.54%,42.20%
23837,Dau Jok,Pennsylvania ,2012,Jr,10,10.00%,50.00%,20.00%,30.00%,0.00%,8,12.50%,62.50%,25.00%
43236,Jamal Lewis,Pennsylvania ,2012,Fr,64,39.06%,40.63%,18.75%,40.63%,1.56%,54,1.85%,64.81%,33.33%
30873,Greg Louis,Pennsylvania ,2012,So,9,0.00%,33.33%,22.22%,44.44%,0.00%,29,20.69%,48.28%,31.03%
30874,Patrick Lucas-Perry,Pennsylvania ,2012,So,22,22.73%,50.00%,36.36%,13.64%,13.64%,8,0.00%,62.50%,37.50%
43237,Darien Nelson-Henry,Pennsylvania ,2012,Fr,16,12.50%,50.00%,25.00%,25.00%,0.00%,62,17.74%,35.48%,46.77%
23839,Steve Rennard,Pennsylvania ,2012,Jr,30,33.33%,43.33%,36.67%,20.00%,6.67%,25,4.00%,56.00%,40.00%
24364,Jordan Baker,Pepperdine,2012,So,92,21.74%,39.13%,28.26%,31.52%,4.35%,101,12.87%,49.50%,37.62%
42741,Stacy Davis,Pepperdine,2012,Fr,40,25.00%,17.50%,30.00%,52.50%,0.00%,74,13.51%,32.43%,54.05%
30419,Moriba De Freitas,Pepperdine,2012,Jr,21,19.05%,57.14%,14.29%,28.57%,9.52%,31,22.58%,54.84%,22.58%
8428,Lorne Jackson,Pepperdine,2012,Sr,85,31.76%,43.53%,25.88%,30.59%,8.24%,95,5.26%,58.95%,35.79%
42742,Malte Kramer,Pepperdine,2012,Jr,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
23417,Jan Maehlen,Pepperdine,2012,So,0,NA,NA,NA,NA,NA,7,42.86%,42.86%,14.29%
42743,Austin Mills,Pepperdine,2012,Fr,17,5.88%,23.53%,41.18%,35.29%,0.00%,27,0.00%,48.15%,51.85%
30418,Manny Ochenje,Pepperdine,2012,So,0,NA,NA,NA,NA,NA,2,0.00%,0.00%,100.00%
42744,Jett Raines,Pepperdine,2012,Fr,7,28.57%,42.86%,28.57%,28.57%,0.00%,22,13.64%,54.55%,31.82%
42745,Atif Russell,Pepperdine,2012,Fr,11,27.27%,9.09%,27.27%,63.64%,0.00%,26,19.23%,46.15%,34.62%
30417,Nikolas Skouen,Pepperdine,2012,Jr,17,35.29%,47.06%,23.53%,29.41%,5.88%,26,3.85%,73.08%,23.08%
48165,Allen Stevens,Pepperdine,2012,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
8419,Caleb Willis,Pepperdine,2012,Sr,70,17.14%,22.86%,30.00%,47.14%,0.00%,24,12.50%,16.67%,70.83%
27993,Steven Adams,Pittsburgh,2012,Fr,20,5.00%,55.00%,20.00%,25.00%,20.00%,35,2.86%,48.57%,48.57%
28970,Durand Johnson,Pittsburgh,2012,Fr,16,31.25%,37.50%,25.00%,37.50%,18.75%,18,0.00%,38.89%,61.11%
9373,J.J. Moore,Pittsburgh,2012,Jr,19,15.79%,47.37%,26.32%,26.32%,10.53%,20,5.00%,55.00%,40.00%
6235,Lamar Patterson,Pittsburgh,2012,Jr,94,28.72%,57.45%,23.40%,19.15%,17.02%,59,8.47%,49.15%,42.37%
24300,James Robinson,Pittsburgh,2012,Fr,116,29.31%,37.07%,25.86%,36.21%,11.21%,41,4.88%,60.98%,34.15%
2202,Dante Taylor,Pittsburgh,2012,Sr,17,29.41%,52.94%,23.53%,23.53%,29.41%,19,15.79%,15.79%,68.42%
6240,Travon Woodall,Pittsburgh,2012,Sr,167,33.53%,52.69%,25.15%,22.16%,17.96%,73,2.74%,63.01%,34.25%
9393,Cameron Wright,Pittsburgh,2012,So,33,30.30%,30.30%,36.36%,33.33%,9.09%,19,10.53%,47.37%,42.11%
6238,Talib Zanna,Pittsburgh,2012,Jr,20,20.00%,45.00%,15.00%,35.00%,15.00%,37,2.70%,51.35%,45.95%
9342,Trey Zeigler,Pittsburgh,2012,Jr,34,23.53%,50.00%,17.65%,32.35%,17.65%,33,6.06%,42.42%,51.52%
22715,Brandon Cataldo,Portland State,2012,So,4,0.00%,25.00%,0.00%,75.00%,0.00%,11,9.09%,9.09%,81.82%
45024,Alyx Foster,Portland State,2012,Jr,5,0.00%,0.00%,20.00%,80.00%,0.00%,2,0.00%,100.00%,0.00%
17370,Marcus Hall,Portland State,2012,RS-Jr,5,40.00%,20.00%,40.00%,40.00%,0.00%,5,0.00%,80.00%,20.00%
7006,Michael Harthun,Portland State,2012,Sr,48,20.83%,25.00%,54.17%,20.83%,4.17%,34,5.88%,61.76%,32.35%
31093,Michael Harvey,Portland State,2012,Sr,8,37.50%,12.50%,50.00%,37.50%,0.00%,17,5.88%,52.94%,41.18%
16824,Lateef McMullan,Portland State,2012,Sr,102,37.25%,26.47%,42.16%,31.37%,1.96%,42,0.00%,66.67%,33.33%
45023,Aaron Moore,Portland State,2012,Jr,42,21.43%,26.19%,45.24%,28.57%,4.76%,58,6.90%,43.10%,50.00%
23377,Renado Parker,Portland State,2012,Sr,22,4.55%,36.36%,36.36%,27.27%,9.09%,38,0.00%,50.00%,50.00%
